#Feature ID	taxonomy	Confidence
bbf58c985dd522ddc6e586c10fd001cf	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Demequinaceae; g__Demequina; s__Demequina_globuliformis	0.8787831167268471
641ba73ff1cc1027c9f98454dd01f89c	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides	0.9998127740467333
b8a7fbb15934217212897c9f6210c1f3	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Fictibacillus	0.9989975927819433
8e3d1e1d5d9479a517afa599781b7440	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Gramella	0.9999978958004713
4b0e114983801d3e11a7bb793288545b	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9994307009178438
ddc897579a5ec77f80c2847a1fde32cc	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium; s__[Pseudomonas]_geniculata	0.7641335270512626
7922d45b3723731995c9e0193718304a	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9972370345571684
444a8ea18ac74cf441e0a3d4afe027da	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9997824930325601
a637d9ccaa46abe3eeadc7a67caaa45d	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas	0.9993306738715438
eb1edbc1bb28fc6529dd53ef349c58b7	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Actinomycetospora; s__Actinomycetospora_sp.	0.8313172618312884
8c03d1e1f5d36760b09bba68f972c152	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9992728250497642
02dac746dfd03909b2f0d310d899882d	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9997651407852894
79af7ead2b636f96e49958f756ba2676	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Salinisphaerales; f__Salinisphaeraceae; g__Salinisphaera; s__Salinisphaera_sp.	0.918470115611075
fecd2c327985b86ea791c2eb0f45322f	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9997488548162532
4bf01d84fdc680a352cb88049b0a3d59	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Pelomonas	0.8644904137137572
34c7e38f7be8aa9793e36aba4feae6e9	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Saccharopolyspora	0.998663342584821
15f4761764f3c2741ccf3ce032e28322	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Bogoriellaceae; g__Georgenia	0.9898150717197198
c8d31e023eb410fb34932d95c60c29e4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Ralstonia	0.9999942985846673
6374e362c4611ae707d4b784c42af666	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9923202085795407
dc5478c2c5cc3abd657710cf2fc0c0b1	d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__ANME-2c; g__ANME-2c; s__uncultured_Methanosarcinales	0.7978124236443126
762ca09f348bb25bed45b3aacefec203	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Actinomycetospora; s__Actinomycetospora_sp.	0.7499730904347855
